Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Driver Cancel Reason,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating
2025-01-28,03:49:29,CNR3639128,Success,CUS11653,Mini,Ellis Bridge,Chandkheda,8.85,7.87,,,,,,,226.35,15.09,4.99,4.99
2025-01-11,09:42:25,CNR4043899,Success,CUS27211,Auto,Vejalpur,Vatva,9.79,7.45,,,,,,,88.65,1.35,4.63,3.69
2025-01-28,18:58:06,CNR1859181,Incomplete,CUS49663,Prime Sedan,Ellis Bridge,Kalupur,,,,,,,1,Customer Demand,181.95,12.13,,
2025-01-10,16:28:56,CNR8513957,Success,CUS59981,eBike,roda,Prahlad gar,4.65,6.16,,,,,,,155.1,10.34,4.02,3.82
2025-01-07,10:39:36,CNR7174821,Incomplete,CUS34201,Prime Sedan,Bodakdev,Dani Limda,,,,,,,1,Customer Demand,128.28,1.54,,
2025-01-02,15:07:14,CNR5545151,Success,CUS93162,Mini,Sabarmati,Rakhial,5.56,3.69,,,,,,,108.42,4.9,3.94,4.5
2025-01-09,04:06:47,CNR9172122,Incomplete,CUS41825,Prime Sedan,Behrampura,Dani Limda,,,,,,,1,Other Issue,153.15,10.21,,
2025-01-26,20:59:12,CNR4914744,Incomplete,CUS50014,Bike,Jamalpur,Judges Bunglow,,,,,,,1,Customer Demand,230.22,12.79,,
2025-01-13,02:14:22,CNR1685613,Success,CUS44377,Bike,Raipur,Manigar,9.07,4.18,,,,,,,190.95,12.73,4.09,3.57
2025-01-12,08:03:26,CNR7710459,Cancelled by Driver,CUS74756,Prime Sedan,Vastrapur,Science City,,,,,1,The customer was coughing/sick,,,99.38,4.35,,
2025-01-07,00:58:55,CNR3361047,Success,CUS26623,Auto,Jamalpur,SG Highway,9.1,7.41,,,,,,,259.5,17.3,4.84,4.78
2025-01-15,08:02:17,CNR7978142,Success,CUS86550,Prime SUV,Raipur,Gota,2.29,5.05,,,,,,,210.15,14.01,4.49,4.59
2025-01-02,05:21:59,CNR9028379,Success,CUS53938,Bike,Behrampura,Judges Bunglow,7.82,5.12,,,,,,,196.8,13.12,3.86,4.65
2025-01-14,20:48:28,CNR4766202,Success,CUS49729,Auto,Satellite,Shahpur,6.9,5.66,,,,,,,105.22,4.74,4.59,3.91
2025-01-25,02:58:36,CNR1377609,Success,CUS19300,eBike,Rakhial,Vastrapur,2.05,3.39,,,,,,,146.52,8.14,4.12,4.84
2025-01-10,17:16:09,CNR4134880,Success,CUS43260,Prime SUV,Ghatlodia,Dariyapur,8.36,6.23,,,,,,,145.95,9.73,4.15,3.79
2025-01-23,11:21:02,CNR7757225,Success,CUS85726,Prime SUV,Sola,Vastrapur,8.69,6.14,,,,,,,291.6,19.44,4.61,4.53
2025-01-12,17:48:01,CNR8277910,Success,CUS47534,Prime Plus,Prahlad gar,Lambha,5.61,5.63,,,,,,,332.64,18.48,4.22,3.76
2025-01-10,20:45:46,CNR2605965,Success,CUS55865,Prime SUV,Bopal,Jodhpur,4.67,5.94,,,,,,,169.35,11.29,3.85,4.03
2025-01-31,09:30:35,CNR3012839,Cancelled by Customer,CUS45937,Mini,Bapugar,Bodakdev,,,1,AC is not working (Only for 4-wheelers),,,,,152.25,10.15,,
2025-01-30,18:19:51,CNR3827270,Success,CUS82413,Mini,Nikol,Sola,2.72,2.19,,,,,,,261.9,17.46,4.21,4.66
2025-01-15,00:41:29,CNR4788961,Success,CUS46555,Auto,Bapugar,roda,4.97,7.4,,,,,,,257.4,17.16,3.66,3.61
2025-01-26,07:47:43,CNR3330178,Success,CUS13786,Mini,Jodhpur,ranpura,4.92,6.44,,,,,,,102.25,1.54,3.52,4.27
2025-01-15,16:58:44,CNR6851786,Success,CUS31930,Mini,Rakhial,Raipur,3.9,2.5,,,,,,,243,16.2,4.6,4.69
2025-01-22,06:46:18,CNR4323656,Success,CUS18024,Prime SUV,Shahibaug,Sindhu Bhavan,9.91,2.09,,,,,,,164.25,10.95,4.34,4.41
2025-01-18,09:36:19,CNR1123998,Success,CUS77003,Prime Plus,Bopal,ranpura,7.35,3.55,,,,,,,89.15,2.33,3.8,4.69
2025-01-23,12:18:17,CNR1513476,Incomplete,CUS74734,Prime Sedan,Sola,Shahpur,,,,,,,1,Customer Demand,111.4,3.36,,
2025-01-11,06:15:00,CNR2697184,Incomplete,CUS71442,Auto,Raipur,Gurukul,,,,,,,1,Other Issue,155.52,8.64,,
2025-01-24,04:40:28,CNR4639445,Success,CUS45374,Auto,Chandkheda,Kalupur,8.96,5.16,,,,,,,143.55,9.57,4.6,3.98
2025-01-15,02:51:14,CNR1122339,Success,CUS24401,Prime SUV,Motera,Kalupur,7.28,6.52,,,,,,,121.5,8.1,3.88,4.6
2025-01-11,22:18:55,CNR5120362,Success,CUS21810,Bike,ranpura,Saraspur,4.26,3.35,,,,,,,289.26,16.07,4.1,4.94
2025-01-22,09:35:48,CNR7916595,Success,CUS21213,Prime SUV,Science City,Motera,3.32,5.06,,,,,,,84.9,1.36,3.88,4.87
2025-01-16,05:16:54,CNR2115511,Cancelled by Driver,CUS98423,Bike,Jamalpur,Vastrapur,,,,,1,Persol & Car related issues,,,199.5,13.3,,
2025-01-24,17:23:14,CNR9417097,Success,CUS59623,Auto,Sabarmati,Bodakdev,2.47,4.18,,,,,,,265.35,17.69,4.48,4.13
2025-01-17,17:00:57,CNR7247333,Success,CUS66200,Prime Sedan,Khokhra,SG Highway,3.98,3.11,,,,,,,102.06,4.77,4.14,3.51
2025-01-23,00:33:41,CNR1335992,Incomplete,CUS99596,Bike,Science City,Asarwa,,,,,,,1,Vehicle Breakdown,170.55,11.37,,
2025-01-06,06:05:05,CNR5829116,Success,CUS60149,Bike,Khokhra,Ellis Bridge,6.81,2.37,,,,,,,108.28,5.26,3.68,4.56
2025-01-10,18:30:14,CNR5230782,Success,CUS87453,Prime Sedan,Saraspur,Motera,9.34,5.58,,,,,,,145.1,6.1,4.44,4.44
2025-01-04,16:35:12,CNR2412675,Cancelled by Driver,CUS42771,Bike,Shahibaug,Vastrapur,,,,,1,More than permitted people in there,,,179.28,9.96,,
2025-01-06,22:37:53,CNR3917492,Success,CUS36560,eBike,Chandkheda,Sola,5.4,7.64,,,,,,,143.7,9.58,4.62,4.14
2025-01-23,14:15:03,CNR5714534,Success,CUS99595,Prime Plus,Gurukul,Odhav,5.95,2.95,,,,,,,268.65,17.91,3.76,4.92
2025-01-13,05:38:54,CNR6251996,Success,CUS13029,Prime Sedan,Asarwa,Shahpur,8.01,3.18,,,,,,,254.85,16.99,3.82,3.57
2025-01-29,19:07:46,CNR3658353,Incomplete,CUS40179,eBike,Sola,Bopal,,,,,,,1,Vehicle Breakdown,244.35,16.29,,
2025-01-29,14:14:57,CNR9164520,Incomplete,CUS46684,Bike,Ellis Bridge,Raipur,,,,,,,1,Customer Demand,135,9,,
2025-01-19,08:51:23,CNR5573163,Incomplete,CUS57895,Prime Sedan,Ghatlodia,Manigar,,,,,,,1,Vehicle Breakdown,225.36,12.52,,
2025-01-20,21:13:50,CNR6471480,Success,CUS98313,Bike,Shahibaug,Rakhial,3.95,7.1,,,,,,,172.05,11.47,4.2,4.02
2025-01-08,17:15:08,CNR4508973,Success,CUS40872,Prime Sedan,Ellis Bridge,Vastrapur,4.27,4.68,,,,,,,241.2,16.08,3.83,3.78
2025-01-13,14:25:04,CNR8168824,Incomplete,CUS55294,Prime SUV,Science City,Asarwa,,,,,,,1,Vehicle Breakdown,291.9,19.46,,
2025-01-03,23:00:43,CNR6323035,Incomplete,CUS88515,Prime Sedan,CTM,Behrampura,,,,,,,1,Customer Demand,125.1,8.34,,
2025-01-24,22:24:40,CNR5706558,Success,CUS78994,Auto,Vejalpur,Ambawadi,6.78,4.22,,,,,,,296.4,19.76,3.68,4
2025-01-07,03:37:11,CNR3227312,Success,CUS32870,Mini,Vejalpur,Behrampura,5.54,7.87,,,,,,,194.25,12.95,3.81,4.85
2025-01-04,02:12:07,CNR3688746,Success,CUS54217,Auto,Judges Bunglow,Bapugar,8.45,2.75,,,,,,,314.28,17.46,4.03,3.6
2025-01-03,09:01:01,CNR7608795,Success,CUS36289,Auto,Jamalpur,Satellite,9.24,3.38,,,,,,,145.9,5.4,4.12,4.12
2025-01-16,09:18:40,CNR5793354,Success,CUS67192,Prime Plus,roda,vrangpura,9.45,2.19,,,,,,,265.2,17.68,3.55,3.81
2025-01-25,20:09:47,CNR6607037,Incomplete,CUS53315,Prime Sedan,Vejalpur,Shahibaug,,,,,,,1,Customer Demand,162.72,9.04,,
2025-01-25,20:04:34,CNR2696254,Incomplete,CUS53030,Auto,roda,Ellis Bridge,,,,,,,1,Other Issue,271.62,15.09,,
2025-01-29,17:38:14,CNR5583793,Cancelled by Driver,CUS46838,Auto,Prahlad gar,Khokhra,,,,,1,More than permitted people in there,,,229.8,15.32,,
2025-01-19,09:50:44,CNR3888101,Cancelled by Driver,CUS90049,eBike,Asarwa,Vastrapur,,,,,1,More than permitted people in there,,,173.88,9.66,,
2025-01-23,03:04:17,CNR9795139,Cancelled by Driver,CUS75391,Auto,Dariyapur,Gurukul,,,,,1,Persol & Car related issues,,,110.5,5.44,,
2025-01-04,18:49:17,CNR3610965,Incomplete,CUS22972,Auto,Nikol,Motera,,,,,,,1,Customer Demand,198,11,,
2025-01-10,20:13:34,CNR4012788,Cancelled by Driver,CUS97177,Auto,Satellite,roda,,,,,1,Customer related issue,,,133.38,1.13,,
2025-01-27,11:44:08,CNR5177302,Success,CUS31972,eBike,Bodakdev,Shahibaug,5.08,4.89,,,,,,,141.6,9.44,4.17,4.44
2025-01-05,23:42:47,CNR8903847,Success,CUS13519,eBike,CTM,Vas,6.09,5.71,,,,,,,114.48,6.36,4.55,4.94
2025-01-01,18:33:48,CNR2819820,Success,CUS98064,Mini,Memgar,Shahpur,7.28,5.25,,,,,,,254.25,16.95,3.96,4.22
2025-01-09,17:03:34,CNR5700062,Success,CUS81935,Prime SUV,Vastrapur,Kalupur,9.49,5.59,,,,,,,180.75,12.05,4.61,4
2025-01-02,14:28:42,CNR2501846,Success,CUS42845,Auto,Sola,Saraspur,8.63,4.9,,,,,,,296.4,19.76,4.2,3.9
2025-01-01,02:15:59,CNR1092041,Success,CUS10744,Auto,Ranip,Bopal,9.37,4.26,,,,,,,110.98,6.27,3.98,3.75
2025-01-11,23:22:23,CNR1645173,Success,CUS39323,Auto,Thaltej,Nikol,9.08,7.86,,,,,,,150.12,8.34,4.84,3.56
2025-01-22,16:24:33,CNR1171402,Success,CUS69043,Bike,Manigar,CTM,3.04,3.78,,,,,,,142.03,2.38,4.21,4.04
2025-01-06,16:45:50,CNR9502253,Cancelled by Customer,CUS94199,Bike,Shahpur,Dani Limda,,,1,Wrong Address,,,,,293.55,19.57,,
2025-01-08,13:43:07,CNR5622675,Success,CUS33331,Mini,Gurukul,Shahibaug,2.36,4.7,,,,,,,290.85,19.39,3.62,4.37
2025-01-17,04:14:15,CNR6894639,Success,CUS93727,Bike,Sola,Lambha,7.27,6.11,,,,,,,124.91,6.37,4.16,3.59
2025-01-23,02:28:10,CNR1100154,Incomplete,CUS54736,Bike,Ellis Bridge,Motera,,,,,,,1,Customer Demand,94.74,2.11,,
2025-01-15,07:54:24,CNR6543991,Incomplete,CUS18945,Auto,Shahibaug,Jodhpur,,,,,,,1,Vehicle Breakdown,280.8,18.72,,
2025-01-24,09:36:57,CNR6134905,Incomplete,CUS72792,eBike,Vas,Behrampura,,,,,,,1,Vehicle Breakdown,104.95,1.38,,
2025-01-26,18:56:59,CNR5825654,Success,CUS90621,Prime SUV,ranpura,Motera,9.39,7.38,,,,,,,148.86,8.27,4.87,4.79
2025-01-30,05:25:18,CNR9968479,Success,CUS95688,Prime SUV,Gota,Rakhial,6.34,6.79,,,,,,,106.65,7.11,4.51,4.98
2025-01-04,16:10:36,CNR7823798,Success,CUS73640,Bike,Dani Limda,Behrampura,5.81,6.43,,,,,,,335.88,18.66,3.9,4.54
2025-01-12,13:01:40,CNR2471496,Success,CUS77011,Bike,SG Highway,Thaltej,5.79,7.16,,,,,,,147.78,8.21,4.3,4.96
2025-01-11,17:37:16,CNR5818381,Success,CUS73807,Prime Plus,roda,Science City,7.41,7.71,,,,,,,224.1,12.45,4.57,4.59
2025-01-03,10:55:19,CNR4425508,Success,CUS71919,Prime Sedan,Satellite,Bopal,3.3,7.48,,,,,,,293.55,19.57,4.62,4.03
2025-01-15,13:45:00,CNR6866068,Incomplete,CUS25577,Auto,Raipur,ranpura,,,,,,,1,Vehicle Breakdown,229.05,15.27,,
2025-01-24,18:18:28,CNR2387899,Success,CUS38643,Mini,Memgar,Prahlad gar,6.7,2.76,,,,,,,112.05,7.47,4.87,4.69
2025-01-09,00:55:59,CNR1261529,Success,CUS15617,Auto,Shahpur,Khokhra,6.5,6.38,,,,,,,262.2,17.48,3.82,4.32
2025-01-10,21:49:45,CNR9797085,Cancelled by Driver,CUS89644,Bike,CTM,rol,,,,,1,More than permitted people in there,,,296.55,19.77,,
2025-01-31,13:35:19,CNR6862263,Success,CUS87454,Bike,Sindhu Bhavan,Lambha,2.3,4.41,,,,,,,112.91,5.14,4.13,4.88
2025-01-25,00:34:23,CNR2020110,Success,CUS94653,Prime Plus,Saraspur,vrangpura,5.05,5.3,,,,,,,340.74,18.93,4.82,4.3
2025-01-08,20:01:23,CNR6426799,Success,CUS95858,Prime SUV,Vatva,Gota,8.62,5.22,,,,,,,207.3,13.82,4.25,3.95
2025-01-15,02:12:44,CNR6236971,Success,CUS42867,Bike,Vastrapur,Judges Bunglow,3.55,5.08,,,,,,,126.3,8.42,4.71,3.71
2025-01-30,15:43:18,CNR7174835,Success,CUS86333,Bike,Bapugar,Science City,2.53,6.53,,,,,,,298.2,19.88,4.53,4.83
2025-01-22,05:37:14,CNR9238232,Success,CUS32595,Prime SUV,Sola,SG Highway,8.79,7.6,,,,,,,230.1,15.34,4.22,4.39
2025-01-09,03:51:45,CNR4330494,Incomplete,CUS62252,Bike,Khokhra,Vas,,,,,,,1,Customer Demand,126,8.4,,
2025-01-07,08:43:44,CNR3082287,Success,CUS96947,Prime SUV,Manigar,Memgar,9.4,7.12,,,,,,,265.5,17.7,4.82,4.02
2025-01-05,05:39:22,CNR2674404,Success,CUS83387,Bike,Nikol,ranpura,5.75,2.2,,,,,,,113.58,6.31,3.97,4.03
2025-01-01,23:42:07,CNR2307737,Success,CUS17342,Prime SUV,Raipur,Paldi,6.86,6.38,,,,,,,145.65,9.71,4.28,3.66
2025-01-02,06:39:47,CNR3026373,Success,CUS94725,Bike,Kankaria,Shahpur,7.72,6.5,,,,,,,229.05,15.27,4.11,4.02
2025-01-12,06:38:34,CNR6834323,Success,CUS12811,Prime Sedan,Asarwa,Raipur,3.02,3.68,,,,,,,158.76,8.82,3.76,4.68
2025-01-09,13:34:07,CNR1576718,Success,CUS67136,Prime Plus,Sabarmati,Memgar,2.59,6.37,,,,,,,83.36,5.82,4.24,3.64
2025-01-12,12:42:34,CNR8753639,Success,CUS31524,Auto,Lambha,Ellis Bridge,6.07,2.1,,,,,,,110.39,4.96,4.74,4.77
2025-01-28,02:09:13,CNR2454449,Success,CUS86702,Auto,Sindhu Bhavan,ranpura,4.45,3.25,,,,,,,128.7,8.58,4.34,4.87
2025-01-13,08:36:16,CNR2172867,Cancelled by Driver,CUS94525,Prime SUV,Kalupur,Thaltej,,,,,1,The customer was coughing/sick,,,134.4,8.96,,
2025-01-04,14:19:56,CNR5646090,Cancelled by Driver,CUS93480,Bike,roda,Jodhpur,,,,,1,The customer was coughing/sick,,,345.24,19.18,,
2025-01-05,20:44:26,CNR5979877,Success,CUS11674,Prime Sedan,Bopal,Vas,7.39,2.5,,,,,,,178.02,9.89,4.46,3.82
2025-01-28,08:55:03,CNR7704263,Success,CUS80330,Prime Plus,Shahibaug,Manigar,7.39,3.11,,,,,,,241.5,16.1,3.93,3.93
2025-01-29,22:51:47,CNR3357808,Success,CUS32651,Auto,Vastrapur,Satellite,7.09,3.33,,,,,,,90.66,1.76,3.63,3.51
2025-01-17,05:12:14,CNR8728379,Cancelled by Driver,CUS16854,Auto,Sabarmati,Bopal,,,,,1,More than permitted people in there,,,113.32,3.56,,
2025-01-19,18:07:20,CNR4758240,Incomplete,CUS54468,Bike,Chandkheda,Jodhpur,,,,,,,1,Other Issue,245.88,13.66,,
2025-01-30,06:24:03,CNR9377143,Success,CUS21988,Prime Plus,Dariyapur,Vastrapur,2.94,7.5,,,,,,,224.7,14.98,4.71,3.53
2025-01-13,03:52:17,CNR7789636,Success,CUS52689,Prime Plus,Satellite,roda,2.94,5.83,,,,,,,267.9,17.86,4.83,4.85
2025-01-22,16:42:19,CNR8531617,Success,CUS69092,Auto,CTM,Asarwa,9.84,3.26,,,,,,,192.3,12.82,4.9,4.21
2025-01-25,07:10:44,CNR4365534,Incomplete,CUS49839,Prime SUV,Rakhial,Bodakdev,,,,,,,1,Customer Demand,122.22,6.79,,
2025-01-20,07:10:11,CNR8379174,Incomplete,CUS76278,Auto,Rakhial,Sola,,,,,,,1,Vehicle Breakdown,146.4,9.76,,
2025-01-06,15:16:20,CNR9283106,Cancelled by Customer,CUS75910,Prime Plus,Ranip,Judges Bunglow,,,1,Change of plans,,,,,160.95,10.73,,
2025-01-24,13:15:42,CNR8772382,Success,CUS90087,Prime SUV,CTM,Ambawadi,2.87,4.04,,,,,,,176.85,11.79,4.13,4.87
2025-01-02,23:01:06,CNR7939655,Cancelled by Driver,CUS41382,Mini,Ambawadi,Behrampura,,,,,1,Persol & Car related issues,,,88.04,3.5,,
2025-01-23,14:39:15,CNR9580725,Success,CUS88481,eBike,Nikol,Gurukul,8,5.87,,,,,,,266.4,17.76,4.32,3.91
2025-01-17,01:07:33,CNR4778137,Success,CUS11413,Mini,Dani Limda,Rakhial,9.06,6.35,,,,,,,204.6,13.64,4.01,4.05
2025-01-07,04:17:46,CNR7676365,Success,CUS14934,Prime SUV,Bodakdev,Jodhpur,5.74,2.11,,,,,,,177.75,11.85,4.55,4.67
2025-01-04,14:35:37,CNR3380702,Cancelled by Driver,CUS42307,Prime SUV,Sola,CTM,,,,,1,Customer related issue,,,146.52,8.14,,
2025-01-09,22:27:01,CNR6627338,Cancelled by Customer,CUS77397,Prime Plus,Khokhra,Vejalpur,,,1,Driver is not moving towards pickup location,,,,,145.8,9.72,,
2025-01-07,13:03:56,CNR9965734,Cancelled by Driver,CUS45636,Prime SUV,Vatva,Sola,,,,,1,The customer was coughing/sick,,,110.45,5.83,,
2025-01-21,21:44:30,CNR4467188,Cancelled by Driver,CUS53412,Mini,Paldi,SG Highway,,,,,1,More than permitted people in there,,,221.1,14.74,,
2025-01-02,13:08:16,CNR6263168,Success,CUS84146,Prime SUV,SG Highway,Behrampura,8.58,5.18,,,,,,,247.05,16.47,3.92,4.86
2025-01-15,13:40:30,CNR6246608,Success,CUS49268,eBike,Sola,Science City,6.34,7.29,,,,,,,140.61,4.63,4.22,4.15
2025-01-16,14:40:13,CNR8257882,Success,CUS53922,Prime SUV,Vejalpur,Vatva,6.89,6.7,,,,,,,271.8,18.12,4,3.83
2025-01-09,06:33:22,CNR5657382,Cancelled by Driver,CUS66986,Mini,Vatva,Asarwa,,,,,1,Customer related issue,,,248.4,16.56,,
2025-01-09,00:03:07,CNR6200884,Success,CUS96856,Mini,Sola,vrangpura,5.57,6.76,,,,,,,112.83,1.91,3.8,4.7
2025-01-26,22:09:08,CNR2784426,Success,CUS72321,Bike,Ellis Bridge,rol,3.53,3.62,,,,,,,253.08,14.06,4.6,4.01
2025-01-30,00:05:49,CNR1493063,Success,CUS28494,Mini,Kalupur,Raipur,5.18,2.7,,,,,,,130.05,8.67,4.68,3.78
2025-01-18,04:39:51,CNR6875166,Success,CUS52694,Mini,Rakhial,Vatva,5.87,6.84,,,,,,,303.3,16.85,4.18,4.71
2025-01-11,12:49:01,CNR5460634,Success,CUS58817,Prime Sedan,Behrampura,Prahlad gar,6.7,5.5,,,,,,,250.74,13.93,4.91,4.37
2025-01-29,08:23:10,CNR8664717,Cancelled by Driver,CUS34523,Bike,Bopal,Motera,,,,,1,Customer related issue,,,266.1,17.74,,
2025-01-31,17:58:58,CNR6563466,Success,CUS76921,Prime Plus,Vejalpur,Ghatlodia,4.55,5.83,,,,,,,111.3,7.42,4.26,3.84
2025-01-07,00:50:39,CNR4623864,Success,CUS92454,eBike,Vejalpur,Dariyapur,7.46,5.64,,,,,,,132.4,4.22,3.61,4.73
2025-01-29,15:05:50,CNR7767561,Cancelled by Driver,CUS92018,Auto,Shahibaug,Chandkheda,,,,,1,More than permitted people in there,,,270.75,18.05,,
2025-01-14,13:16:23,CNR8156427,Success,CUS83630,Bike,Dani Limda,Dariyapur,4.52,3.22,,,,,,,105.9,7.06,3.79,4.24
2025-01-21,23:02:33,CNR4084921,Success,CUS61796,Bike,Gota,Vejalpur,9.81,3.32,,,,,,,93.71,4.6,3.62,3.92
2025-01-28,22:17:31,CNR4932941,Success,CUS53676,Bike,Rakhial,ranpura,3.1,7.91,,,,,,,252.3,16.82,4.24,3.67
2025-01-20,10:04:45,CNR8389900,Success,CUS24609,Mini,Kalupur,Shahibaug,4.55,4.55,,,,,,,290.1,19.34,3.85,4.26
2025-01-26,00:47:45,CNR6415199,Cancelled by Customer,CUS36197,Prime Sedan,Gurukul,Vastrapur,,,1,Wrong Address,,,,,335.16,18.62,,
2025-01-22,04:40:24,CNR1753641,Success,CUS94962,Mini,vrangpura,Ambawadi,9.51,6.96,,,,,,,208.65,13.91,4.58,4.92
2025-01-18,06:09:12,CNR7844450,Cancelled by Driver,CUS97682,eBike,vrangpura,vrangpura,,,,,1,The customer was coughing/sick,,,269.1,14.95,,
2025-01-22,16:34:14,CNR4071444,Success,CUS43817,eBike,Jamalpur,Thaltej,3.41,7.95,,,,,,,90.54,6.66,4.62,3.85
2025-01-21,02:26:20,CNR7744890,Cancelled by Driver,CUS56493,Prime Sedan,Asarwa,Prahlad gar,,,,,1,Persol & Car related issues,,,160.2,10.68,,
2025-01-18,03:29:23,CNR7844492,Cancelled by Driver,CUS70061,Auto,Nikol,Sindhu Bhavan,,,,,1,Persol & Car related issues,,,111.78,6.21,,
2025-01-24,19:16:30,CNR6570162,Cancelled by Driver,CUS61660,Prime Plus,Sola,Vejalpur,,,,,1,The customer was coughing/sick,,,297.6,19.84,,
2025-01-26,22:02:00,CNR1378684,Cancelled by Driver,CUS24438,Prime Sedan,Dani Limda,Motera,,,,,1,Customer related issue,,,103.28,4.36,,
2025-01-19,10:56:50,CNR4013686,Cancelled by Customer,CUS87567,Auto,rol,Dariyapur,,,1,Driver is not moving towards pickup location,,,,,110.45,2.73,,
2025-01-09,20:16:35,CNR7093185,Incomplete,CUS17013,Bike,ranpura,SG Highway,,,,,,,1,Vehicle Breakdown,140.85,9.39,,
2025-01-06,20:56:51,CNR4548154,Success,CUS32116,eBike,Vastrapur,Bapugar,7.27,3.46,,,,,,,231.9,15.46,4.91,4.16
2025-01-11,03:20:46,CNR6436689,Cancelled by Driver,CUS70563,Auto,Gota,Satellite,,,,,1,The customer was coughing/sick,,,116.28,6.46,,
2025-01-22,10:59:55,CNR8793761,Success,CUS87561,Prime Sedan,Raipur,Lambha,4.97,5.9,,,,,,,286.35,19.09,4.32,4.66
2025-01-05,21:06:16,CNR3373807,Cancelled by Driver,CUS55098,eBike,Vastrapur,CTM,,,,,1,Persol & Car related issues,,,351.9,19.55,,
2025-01-01,07:01:01,CNR8881005,Cancelled by Driver,CUS43299,Bike,Science City,Rakhial,,,,,1,More than permitted people in there,,,207.3,13.82,,
2025-01-29,22:39:30,CNR6390615,Success,CUS73876,Auto,Rakhial,Dariyapur,7.74,7.93,,,,,,,127.65,8.51,3.88,3.84
2025-01-07,22:31:46,CNR5593045,Cancelled by Customer,CUS23757,Prime Plus,Rakhial,ranpura,,,1,Change of plans,,,,,122.4,8.16,,
2025-01-17,18:33:06,CNR5719460,Cancelled by Driver,CUS81313,Prime Sedan,Thaltej,ranpura,,,,,1,Persol & Car related issues,,,283.65,18.91,,
2025-01-01,18:02:04,CNR4761954,Success,CUS51198,Mini,Vas,Rakhial,6.84,3.72,,,,,,,196.65,13.11,4.42,4.39
2025-01-16,17:33:07,CNR2815607,Success,CUS97515,Bike,Lambha,Science City,8.92,5.8,,,,,,,123.65,1.84,4.85,4.23
2025-01-02,11:34:22,CNR4338687,Cancelled by Driver,CUS67271,Mini,Ranip,Chandkheda,,,,,1,The customer was coughing/sick,,,117.1,1.12,,
2025-01-29,06:23:28,CNR9963363,Success,CUS33657,Auto,CTM,Chandkheda,4.01,5.18,,,,,,,110.08,6.59,4.75,4.01
2025-01-23,03:40:06,CNR3050445,Success,CUS18055,Prime Plus,Shahpur,Chandkheda,8.95,3.3,,,,,,,195.15,13.01,3.63,4.97
2025-01-04,04:15:45,CNR8930562,Incomplete,CUS31266,Mini,roda,Gurukul,,,,,,,1,Other Issue,156.42,8.69,,
2025-01-14,10:19:03,CNR8224600,Success,CUS79192,eBike,Ghatlodia,Gurukul,9.95,3.3,,,,,,,190.05,12.67,4.24,3.6
2025-01-25,01:13:10,CNR3294637,Cancelled by Driver,CUS82390,Auto,Bopal,CTM,,,,,1,Persol & Car related issues,,,126.72,7.04,,
2025-01-15,17:58:11,CNR7597996,Cancelled by Driver,CUS76352,Mini,Gota,Ellis Bridge,,,,,1,The customer was coughing/sick,,,269.7,17.98,,
2025-01-12,18:38:09,CNR9164744,Success,CUS69549,eBike,Raipur,Judges Bunglow,4.69,7.43,,,,,,,104.39,4.4,4.75,4.66
2025-01-08,05:31:14,CNR8064496,Success,CUS21585,Mini,Asarwa,Ellis Bridge,5.56,5.84,,,,,,,124.35,8.29,4.65,3.7
2025-01-10,01:22:28,CNR9343133,Cancelled by Driver,CUS58217,Prime Plus,vrangpura,CTM,,,,,1,More than permitted people in there,,,125.78,6.55,,
2025-01-18,01:32:58,CNR9380041,Success,CUS31167,Prime Sedan,Saraspur,Memgar,7.38,7.57,,,,,,,230.4,12.8,3.71,4.75
2025-01-24,19:53:56,CNR3517369,Success,CUS93047,Prime Sedan,Rakhial,Bapugar,4.51,5.81,,,,,,,124.15,1.82,3.8,4.23
2025-01-05,22:07:07,CNR1146413,Success,CUS42876,Prime SUV,Gurukul,Shahpur,3.01,5,,,,,,,322.02,17.89,4.28,3.84
2025-01-13,07:05:56,CNR3743761,Success,CUS72363,Auto,Ellis Bridge,Rakhial,5.05,2.84,,,,,,,106.94,5.35,4.4,4.29
2025-01-04,21:08:22,CNR7782343,Success,CUS32758,Prime Sedan,Kalupur,vrangpura,3.3,2.67,,,,,,,115.48,2.46,4.46,3.85
2025-01-01,08:06:50,CNR9073286,Success,CUS95626,Bike,vrangpura,CTM,3.03,4.29,,,,,,,122.25,8.15,3.72,3.89
2025-01-12,07:32:33,CNR3392585,Success,CUS65009,Auto,Thaltej,Behrampura,9.38,6.27,,,,,,,180,10,3.8,3.83
2025-01-08,17:29:12,CNR9179267,Cancelled by Driver,CUS45368,Mini,Ellis Bridge,Asarwa,,,,,1,More than permitted people in there,,,138.94,3.4,,
2025-01-11,04:20:37,CNR8901106,Incomplete,CUS88492,Prime Sedan,Jodhpur,Vejalpur,,,,,,,1,Vehicle Breakdown,129.96,7.22,,
2025-01-23,20:52:51,CNR5673665,Success,CUS47926,Auto,Ranip,Prahlad gar,3.02,5.92,,,,,,,212.4,14.16,4.36,4.03
2025-01-09,01:22:38,CNR3346831,Incomplete,CUS31766,Auto,Paldi,Vastrapur,,,,,,,1,Other Issue,198.6,13.24,,
